sample_id,tier,split,overlap_level,method,reference_path,hypothesis_path,reference_length,hypothesis_length,edit_distance,cer
SyntheticNoOverlap_test_08,SyntheticNoOverlap,test,0,separated_whisper,resources/synthetic_overlap_v2/references/SyntheticNoOverlap_test_08_silver_reference.json,results/synthetic_overlap_v2/transcripts_speaker/SyntheticNoOverlap_test_08_separated_speaker_transcript.json,18,14,4,0.222222
SyntheticNoOverlap_test_08,SyntheticNoOverlap,test,0,separated_whisper_cleaned,resources/synthetic_overlap_v2/references/SyntheticNoOverlap_test_08_silver_reference.json,results/synthetic_overlap_v2/transcripts_postprocessed/SyntheticNoOverlap_test_08_separated_speaker_transcript_cleaned.json,18,14,4,0.222222
SyntheticNoOverlap_test_09,SyntheticNoOverlap,test,0,mixed_whisper,resources/synthetic_overlap_v2/references/SyntheticNoOverlap_test_09_silver_reference.json,results/synthetic_overlap_v2/transcripts_raw/SyntheticNoOverlap_test_09_mixed_whisper.json,22,20,6,0.272727
SyntheticNoOverlap_test_09,SyntheticNoOverlap,test,0,separated_whisper,resources/synthetic_overlap_v2/references/SyntheticNoOverlap_test_09_silver_reference.json,results/synthetic_overlap_v2/transcripts_speaker/SyntheticNoOverlap_test_09_separated_speaker_transcript.json,22,22,2,0.090909
SyntheticNoOverlap_test_09,SyntheticNoOverlap,test,0,separated_whisper_cleaned,resources/synthetic_overlap_v2/references/SyntheticNoOverlap_test_09_silver_reference.json,results/synthetic_overlap_v2/transcripts_postprocessed/SyntheticNoOverlap_test_09_separated_speaker_transcript_cleaned.json,22,22,2,0.090909
SyntheticNoOverlap_test_10,SyntheticNoOverlap,test,0,mixed_whisper,resources/synthetic_overlap_v2/references/SyntheticNoOverlap_test_10_silver_reference.json,results/synthetic_overlap_v2/transcripts_raw/SyntheticNoOverlap_test_10_mixed_whisper.json,20,2,20,1.0
SyntheticNoOverlap_test_10,SyntheticNoOverlap,test,0,separated_whisper,resources/synthetic_overlap_v2/references/SyntheticNoOverlap_test_10_silver_reference.json,results/synthetic_overlap_v2/transcripts_speaker/SyntheticNoOverlap_test_10_separated_speaker_transcript.json,20,20,0,0.0
SyntheticNoOverlap_test_10,SyntheticNoOverlap,test,0,separated_whisper_cleaned,resources/synthetic_overlap_v2/references/SyntheticNoOverlap_test_10_silver_reference.json,results/synthetic_overlap_v2/transcripts_postprocessed/SyntheticNoOverlap_test_10_separated_speaker_transcript_cleaned.json,20,20,0,0.0
SyntheticLightOverlap_dev_01,SyntheticLightOverlap,dev,1,mixed_whisper,resources/synthetic_overlap_v2/references/SyntheticLightOverlap_dev_01_silver_reference.json,results/synthetic_overlap_v2/transcripts_raw/SyntheticLightOverlap_dev_01_mixed_whisper.json,32,32,1,0.03125
SyntheticLightOverlap_dev_01,SyntheticLightOverlap,dev,1,separated_whisper,resources/synthetic_overlap_v2/references/SyntheticLightOverlap_dev_01_silver_reference.json,results/synthetic_overlap_v2/transcripts_speaker/SyntheticLightOverlap_dev_01_separated_speaker_transcript.json,32,32,0,0.0
SyntheticLightOverlap_dev_01,SyntheticLightOverlap,dev,1,separated_whisper_cleaned,resources/synthetic_overlap_v2/references/SyntheticLightOverlap_dev_01_silver_reference.json,results/synthetic_overlap_v2/transcripts_postprocessed/SyntheticLightOverlap_dev_01_separated_speaker_transcript_cleaned.json,32,32,0,0.0
SyntheticLightOverlap_dev_02,SyntheticLightOverlap,dev,1,mixed_whisper,resources/synthetic_overlap_v2/references/SyntheticLightOverlap_dev_02_silver_reference.json,results/synthetic_overlap_v2/transcripts_raw/SyntheticLightOverlap_dev_02_mixed_whisper.json,26,30,4,0.153846
SyntheticLightOverlap_dev_02,SyntheticLightOverlap,dev,1,separated_whisper,resources/synthetic_overlap_v2/references/SyntheticLightOverlap_dev_02_silver_reference.json,results/synthetic_overlap_v2/transcripts_speaker/SyntheticLightOverlap_dev_02_separated_speaker_transcript.json,26,26,25,0.961538
SyntheticLightOverlap_dev_02,SyntheticLightOverlap,dev,1,separated_whisper_cleaned,resources/synthetic_overlap_v2/references/SyntheticLightOverlap_dev_02_silver_reference.json,results/synthetic_overlap_v2/transcripts_postprocessed/SyntheticLightOverlap_dev_02_separated_speaker_transcript_cleaned.json,26,26,25,0.961538
SyntheticLightOverlap_dev_03,SyntheticLightOverlap,dev,1,mixed_whisper,resources/synthetic_overlap_v2/references/SyntheticLightOverlap_dev_03_silver_reference.json,results/synthetic_overlap_v2/transcripts_raw/SyntheticLightOverlap_dev_03_mixed_whisper.json,20,19,2,0.1
SyntheticLightOverlap_dev_03,SyntheticLightOverlap,dev,1,separated_whisper,resources/synthetic_overlap_v2/references/SyntheticLightOverlap_dev_03_silver_reference.json,results/synthetic_overlap_v2/transcripts_speaker/SyntheticLightOverlap_dev_03_separated_speaker_transcript.json,20,20,1,0.05
SyntheticLightOverlap_dev_03,SyntheticLightOverlap,dev,1,separated_whisper_cleaned,resources/synthetic_overlap_v2/references/SyntheticLightOverlap_dev_03_silver_reference.json,results/synthetic_overlap_v2/transcripts_postprocessed/SyntheticLightOverlap_dev_03_separated_speaker_transcript_cleaned.json,20,20,1,0.05
SyntheticLightOverlap_dev_04,SyntheticLightOverlap,dev,1,mixed_whisper,resources/synthetic_overlap_v2/references/SyntheticLightOverlap_dev_04_silver_reference.json,results/synthetic_overlap_v2/transcripts_raw/SyntheticLightOverlap_dev_04_mixed_whisper.json,18,19,3,0.166667
SyntheticLightOverlap_dev_04,SyntheticLightOverlap,dev,1,separated_whisper,resources/synthetic_overlap_v2/references/SyntheticLightOverlap_dev_04_silver_reference.json,results/synthetic_overlap_v2/transcripts_speaker/SyntheticLightOverlap_dev_04_separated_speaker_transcript.json,18,18,2,0.111111
SyntheticLightOverlap_dev_04,SyntheticLightOverlap,dev,1,separated_whisper_cleaned,resources/synthetic_overlap_v2/references/SyntheticLightOverlap_dev_04_silver_reference.json,results/synthetic_overlap_v2/transcripts_postprocessed/SyntheticLightOverlap_dev_04_separated_speaker_transcript_cleaned.json,18,18,2,0.111111
SyntheticLightOverlap_dev_05,SyntheticLightOverlap,dev,1,mixed_whisper,resources/synthetic_overlap_v2/references/SyntheticLightOverlap_dev_05_silver_reference.json,results/synthetic_overlap_v2/transcripts_raw/SyntheticLightOverlap_dev_05_mixed_whisper.json,25,15,10,0.4
SyntheticLightOverlap_dev_05,SyntheticLightOverlap,dev,1,separated_whisper,resources/synthetic_overlap_v2/references/SyntheticLightOverlap_dev_05_silver_reference.json,results/synthetic_overlap_v2/transcripts_speaker/SyntheticLightOverlap_dev_05_separated_speaker_transcript.json,25,25,0,0.0
SyntheticLightOverlap_dev_05,SyntheticLightOverlap,dev,1,separated_whisper_cleaned,resources/synthetic_overlap_v2/references/SyntheticLightOverlap_dev_05_silver_reference.json,results/synthetic_overlap_v2/transcripts_postprocessed/SyntheticLightOverlap_dev_05_separated_speaker_transcript_cleaned.json,25,25,0,0.0
SyntheticLightOverlap_dev_06,SyntheticLightOverlap,dev,1,mixed_whisper,resources/synthetic_overlap_v2/references/SyntheticLightOverlap_dev_06_silver_reference.json,results/synthetic_overlap_v2/transcripts_raw/SyntheticLightOverlap_dev_06_mixed_whisper.json,21,22,4,0.190476
SyntheticLightOverlap_dev_06,SyntheticLightOverlap,dev,1,separated_whisper,resources/synthetic_overlap_v2/references/SyntheticLightOverlap_dev_06_silver_reference.json,results/synthetic_overlap_v2/transcripts_speaker/SyntheticLightOverlap_dev_06_separated_speaker_transcript.json,21,21,0,0.0
SyntheticLightOverlap_dev_06,SyntheticLightOverlap,dev,1,separated_whisper_cleaned,resources/synthetic_overlap_v2/references/SyntheticLightOverlap_dev_06_silver_reference.json,results/synthetic_overlap_v2/transcripts_postprocessed/SyntheticLightOverlap_dev_06_separated_speaker_transcript_cleaned.json,21,21,0,0.0
SyntheticLightOverlap_dev_07,SyntheticLightOverlap,dev,1,mixed_whisper,resources/synthetic_overlap_v2/references/SyntheticLightOverlap_dev_07_silver_reference.json,results/synthetic_overlap_v2/transcripts_raw/SyntheticLightOverlap_dev_07_mixed_whisper.json,18,9,9,0.5
SyntheticLightOverlap_dev_07,SyntheticLightOverlap,dev,1,separated_whisper,resources/synthetic_overlap_v2/references/SyntheticLightOverlap_dev_07_silver_reference.json,results/synthetic_overlap_v2/transcripts_speaker/SyntheticLightOverlap_dev_07_separated_speaker_transcript.json,18,18,0,0.0
SyntheticLightOverlap_dev_07,SyntheticLightOverlap,dev,1,separated_whisper_cleaned,resources/synthetic_overlap_v2/references/SyntheticLightOverlap_dev_07_silver_reference.json,results/synthetic_overlap_v2/transcripts_postprocessed/SyntheticLightOverlap_dev_07_separated_speaker_transcript_cleaned.json,18,18,0,0.0
SyntheticLightOverlap_dev_08,SyntheticLightOverlap,dev,1,mixed_whisper,resources/synthetic_overlap_v2/references/SyntheticLightOverlap_dev_08_silver_reference.json,results/synthetic_overlap_v2/transcripts_raw/SyntheticLightOverlap_dev_08_mixed_whisper.json,20,21,7,0.35
SyntheticLightOverlap_dev_08,SyntheticLightOverlap,dev,1,separated_whisper,resources/synthetic_overlap_v2/references/SyntheticLightOverlap_dev_08_silver_reference.json,results/synthetic_overlap_v2/transcripts_speaker/SyntheticLightOverlap_dev_08_separated_speaker_transcript.json,20,20,0,0.0
SyntheticLightOverlap_dev_08,SyntheticLightOverlap,dev,1,separated_whisper_cleaned,resources/synthetic_overlap_v2/references/SyntheticLightOverlap_dev_08_silver_reference.json,results/synthetic_overlap_v2/transcripts_postprocessed/SyntheticLightOverlap_dev_08_separated_speaker_transcript_cleaned.json,20,20,0,0.0
SyntheticLightOverlap_dev_09,SyntheticLightOverlap,dev,1,mixed_whisper,resources/synthetic_overlap_v2/references/SyntheticLightOverlap_dev_09_silver_reference.json,results/synthetic_overlap_v2/transcripts_raw/SyntheticLightOverlap_dev_09_mixed_whisper.json,14,13,3,0.214286
SyntheticLightOverlap_dev_09,SyntheticLightOverlap,dev,1,separated_whisper,resources/synthetic_overlap_v2/references/SyntheticLightOverlap_dev_09_silver_reference.json,results/synthetic_overlap_v2/transcripts_speaker/SyntheticLightOverlap_dev_09_separated_speaker_transcript.json,14,14,0,0.0
SyntheticLightOverlap_dev_09,SyntheticLightOverlap,dev,1,separated_whisper_cleaned,resources/synthetic_overlap_v2/references/SyntheticLightOverlap_dev_09_silver_reference.json,results/synthetic_overlap_v2/transcripts_postprocessed/SyntheticLightOverlap_dev_09_separated_speaker_transcript_cleaned.json,14,14,0,0.0
SyntheticLightOverlap_dev_10,SyntheticLightOverlap,dev,1,mixed_whisper,resources/synthetic_overlap_v2/references/SyntheticLightOverlap_dev_10_silver_reference.json,results/synthetic_overlap_v2/transcripts_raw/SyntheticLightOverlap_dev_10_mixed_whisper.json,31,32,6,0.193548
SyntheticLightOverlap_dev_10,SyntheticLightOverlap,dev,1,separated_whisper,resources/synthetic_overlap_v2/references/SyntheticLightOverlap_dev_10_silver_reference.json,results/synthetic_overlap_v2/transcripts_speaker/SyntheticLightOverlap_dev_10_separated_speaker_transcript.json,31,23,9,0.290323
SyntheticLightOverlap_dev_10,SyntheticLightOverlap,dev,1,separated_whisper_cleaned,resources/synthetic_overlap_v2/references/SyntheticLightOverlap_dev_10_silver_reference.json,results/synthetic_overlap_v2/transcripts_postprocessed/SyntheticLightOverlap_dev_10_separated_speaker_transcript_cleaned.json,31,23,9,0.290323
SyntheticLightOverlap_test_01,SyntheticLightOverlap,test,1,mixed_whisper,resources/synthetic_overlap_v2/references/SyntheticLightOverlap_test_01_silver_reference.json,results/synthetic_overlap_v2/transcripts_raw/SyntheticLightOverlap_test_01_mixed_whisper.json,35,35,0,0.0
SyntheticLightOverlap_test_01,SyntheticLightOverlap,test,1,separated_whisper,resources/synthetic_overlap_v2/references/SyntheticLightOverlap_test_01_silver_reference.json,results/synthetic_overlap_v2/transcripts_speaker/SyntheticLightOverlap_test_01_separated_speaker_transcript.json,35,172,143,4.085714
SyntheticLightOverlap_test_01,SyntheticLightOverlap,test,1,separated_whisper_cleaned,resources/synthetic_overlap_v2/references/SyntheticLightOverlap_test_01_silver_reference.json,results/synthetic_overlap_v2/transcripts_postprocessed/SyntheticLightOverlap_test_01_separated_speaker_transcript_cleaned.json,35,34,15,0.428571
